LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 0.7933884297520661, 50.77685950413223, 0.31735537190082647, 0.45757864632983797, 9.764780673871583, 64.0,
