8,16,128,64,64,os,253,1.581
4,32,128,64,64,os,253,1.581
8,32,64,64,64,os,189,2.116
8,16,64,64,64,os,189,1.058
4,32,64,64,64,os,189,1.058
8,32,32,64,64,os,157,1.274
8,16,32,64,64,os,157,0.637
4,32,32,64,64,os,157,0.637
8,32,16,64,64,os,141,0.709
4,64,64,64,64,os,189,2.116
8,64,32,64,64,os,157,2.548
4,64,32,64,64,os,157,1.274
8,64,16,64,64,os,141,1.418
32,16,128,64,64,os,253,6.324
32,32,64,64,64,os,189,8.466
32,16,64,64,64,os,189,4.233
32,32,32,64,64,os,157,5.096
64,32,64,64,64,os,189,16.931
64,64,32,64,64,os,157,20.382
32,16,32,64,64,os,157,2.548
32,32,16,64,64,os,141,2.837
64,32,32,64,64,os,157,10.191
64,64,16,64,64,os,141,11.348
1,16,128,64,64,os,253,0.198
32,1,128,64,64,os,253,0.395
1,1,128,64,64,os,253,0.012
1,32,64,64,64,os,189,0.265
1,1,64,64,64,os,189,0.008
1,16,64,64,64,os,189,0.132
1,32,32,64,64,os,157,0.159
1,1,32,64,64,os,157,0.005
1,16,32,64,64,os,157,0.08
1,32,16,64,64,os,141,0.089
1,1,16,64,64,os,141,0.003
1,16,16,64,64,os,141,0.044
1,32,8,64,64,os,133,0.047
1,1,8,64,64,os,133,0.001
1,16,8,64,64,os,133,0.023
1,32,4,64,64,os,129,0.024
1,1,4,64,64,os,129,0.001
1,16,4,64,64,os,129,0.012
1,32,2,64,64,os,127,0.012
1,1,2,64,64,os,127,0.0
1,16,2,64,64,os,127,0.006
1,32,1,64,64,os,126,0.006
1,1,1,64,64,os,126,0.0
1,16,1,64,64,os,126,0.003
64,1,64,64,64,os,189,0.529
1,64,32,64,64,os,157,0.318
1,64,16,64,64,os,141,0.177
1,64,8,64,64,os,133,0.094
1,64,4,64,64,os,129,0.048
1,64,2,64,64,os,127,0.025
1,64,1,64,64,os,126,0.012
32,16,16,64,64,os,141,1.418
