2,32,1024,8,32,os,1061,24.128
8,16,512,8,32,os,549,46.630
4,32,512,8,32,os,549,46.630
4,16,1024,8,32,os,1061,24.128
8,32,256,8,32,os,293,87.372
8,8,1024,8,32,os,1061,24.128
2,32,512,8,32,os,549,23.315
8,16,256,8,32,os,293,43.686
4,32,256,8,32,os,293,43.686
4,16,512,8,32,os,549,23.315
8,32,128,8,32,os,165,77.576
8,8,512,8,32,os,549,23.315
2,32,256,8,32,os,293,21.843
8,16,128,8,32,os,165,38.788
4,32,128,8,32,os,165,38.788
4,16,256,8,32,os,293,21.843
8,32,64,8,32,os,101,63.366
8,8,256,8,32,os,293,21.843
2,64,512,8,32,os,1099,23.294
4,64,256,8,32,os,587,43.612
8,64,128,8,32,os,331,77.341
2,64,256,8,32,os,587,21.806
4,64,128,8,32,os,331,38.671
8,64,64,8,32,os,203,63.054
2,32,128,8,32,os,165,19.394
8,16,64,8,32,os,101,31.683
4,32,64,8,32,os,101,31.683
4,16,128,8,32,os,165,19.394
8,32,32,8,32,os,69,46.377
8,8,128,8,32,os,165,19.394
2,64,128,8,32,os,331,19.335
4,64,64,8,32,os,203,31.527
8,64,32,8,32,os,139,46.043
2,32,64,8,32,os,101,15.842
8,16,32,8,32,os,69,23.188
4,32,32,8,32,os,69,23.188
4,16,64,8,32,os,101,15.842
8,32,16,8,32,os,53,30.189
8,8,64,8,32,os,101,15.842
2,64,64,8,32,os,203,15.764
4,64,32,8,32,os,139,23.022
8,64,16,8,32,os,107,29.907
2,32,32,8,32,os,69,11.594
8,16,16,8,32,os,53,15.094
4,32,16,8,32,os,53,15.094
4,16,32,8,32,os,69,11.594
8,32,8,8,32,os,45,17.778
8,8,32,8,32,os,69,11.594
2,64,32,8,32,os,139,11.511
4,64,16,8,32,os,107,14.953
8,64,8,8,32,os,91,17.582
2,128,256,8,32,os,1175,21.787
4,128,128,8,32,os,663,38.612
8,128,64,8,32,os,407,62.899
2,128,128,8,32,os,663,19.306
4,128,64,8,32,os,407,31.450
8,128,32,8,32,os,279,45.878
2,128,64,8,32,os,407,15.725
4,128,32,8,32,os,279,22.939
8,128,16,8,32,os,215,29.767
2,128,32,8,32,os,279,11.470
4,128,16,8,32,os,215,14.884
8,128,8,8,32,os,183,17.486
2,256,128,8,32,os,1327,19.292
4,256,64,8,32,os,815,31.411
8,256,32,8,32,os,559,45.796
2,256,64,8,32,os,815,15.706
4,256,32,8,32,os,559,22.898
8,256,16,8,32,os,431,29.698
2,256,32,8,32,os,559,11.449
4,256,16,8,32,os,431,14.849
8,256,8,8,32,os,367,17.439
1,32,128,8,32,os,165,9.697
1,32,128,8,32,os,165,9.697
1,32,128,8,32,os,165,9.697
1,32,128,8,32,os,165,9.697
1,16,64,8,32,os,101,3.960
1,16,64,8,32,os,101,3.960
1,16,64,8,32,os,101,3.960
1,16,64,8,32,os,101,3.960
1,32,64,8,32,os,101,7.921
1,32,64,8,32,os,101,7.921
1,32,64,8,32,os,101,7.921
1,32,64,8,32,os,101,7.921
1,32,128,8,32,os,165,9.697
1,32,128,8,32,os,165,9.697
1,32,128,8,32,os,165,9.697
1,16,64,8,32,os,101,3.960
1,32,64,8,32,os,101,7.921
1,16,128,8,32,os,165,4.848
1,16,128,8,32,os,165,4.848
1,16,128,8,32,os,165,4.848
1,16,128,8,32,os,165,4.848
1,32,32,8,32,os,69,5.797
1,16,64,8,32,os,101,3.960
1,16,64,8,32,os,101,3.960
1,32,32,8,32,os,69,5.797
1,16,64,8,32,os,101,3.960
1,16,64,8,32,os,101,3.960
1,16,64,8,32,os,101,3.960
1,32,64,8,32,os,101,7.921
1,32,32,8,32,os,69,5.797
1,32,32,8,32,os,69,5.797
1,32,64,8,32,os,101,7.921
1,16,128,8,32,os,165,4.848
1,32,64,8,32,os,101,7.921
1,32,64,8,32,os,101,7.921
1,32,64,8,32,os,101,7.921
1,16,128,8,32,os,165,4.848
1,8,128,8,32,os,165,2.424
1,32,64,8,32,os,101,7.921
